,CURLTUGMZLYLDI-UHFFFAOYSA-N_298K,IJGRMHOSHXDMSA-UHFFFAOYSA-N_298K,VNWKTOKETHGBQD-UHFFFAOYSA-N_298K,MYMOFIZGZYHOMD-UHFFFAOYSA-N_298K,QQONPFPTGQHPMA-UHFFFAOYSA-N_298K,ATUOYWHBWRKTHZ-UHFFFAOYSA-N_298K,HSFWRNGVRCDJHI-UHFFFAOYSA-N_298K,UFHFLCQGNIYNRP-UHFFFAOYSA-N_298K,FHNFHKCVQCLJFQ-UHFFFAOYSA-N_298K,DNNSSWSSYDEUBZ-UHFFFAOYSA-N_298K,MWUXSHHQAYIFBG-UHFFFAOYSA-N_298K,XLYOFNOQVPJJNP-UHFFFAOYSA-N_298K,VLKZOEOYAKHREP-UHFFFAOYSA-N_298K,OKKJLVBELUTLKV-UHFFFAOYSA-N_298K,LFQSCWFLJHTTHZ-UHFFFAOYSA-N_298K,SFZCNBIFKDRMGX-UHFFFAOYSA-N_298K,UGFAIRIUMAVXCW-UHFFFAOYSA-N_298K,UHOVQNZJYSORNB-UHFFFAOYSA-N_298K,XKRFYHLGVUSROY-UHFFFAOYSA-N_298K,OTMSDBZUPAUEDD-UHFFFAOYSA-N_298K,VGGSQFUCUMXWEO-UHFFFAOYSA-N_298K,QGZKDVFQNNGYKY-UHFFFAOYSA-N_298K,CSCPPACGZOOCGX-UHFFFAOYSA-N_298K,IJDNQMDRQITEOD-UHFFFAOYSA-N_298K,KFZMGEQAYNKOFK-UHFFFAOYSA-N_298K,BDERNNFJNOPAEC-UHFFFAOYSA-N_298K,YXFVVABEGXRONW-UHFFFAOYSA-N_298K,OFBQJSOFQDEBGM-UHFFFAOYSA-N_298K,URLKBWYHVLBVBO-UHFFFAOYSA-N_298K,RAHZWNYVWXNFOC-UHFFFAOYSA-N_298K,SWQJXJOGLNCZEY-UHFFFAOYSA-N_298K,VXNZUUAINFGPBY-UHFFFAOYSA-N_298K
NIST-MATDB-b425ac967ceb23a458c5e6f13f9dee6b,4.1918841554706905,0.20815350739528332,1.0117365487995338,,,,,,,,,1974.6129918114339,,,,,0.31510161155135213,,,,,,,,,,,,,,,
NIST-MATDB-951db94d5701c144378afbaface18b87,3.8678670689119445,,0.1008041710987708,,,3.830099614152243,,,,,,,,,,,,,,0.361353879467855,,,,40.10261389233254,,,,,,,,
NIST-MATDB-ad8443a58b6d0f9c90e2c966b478e551,9.186041585552797,0.39970531688301886,1.1439749593549418,,,,29.28538937694425,,,,,,,,,,,,,12.090677027007704,20.213030259956632,,,,,,,,,,,
NIST-MATDB-8b2f5bfff597fd6ac1507365a3732a97,14.555166204558704,186.96462287820938,0.9600820419134961,,,,,0.03864823457654342,10.377524880140804,15.313059880535778,,,,,,33.60067484544904,,,,,,,,,,,,,,,,
NIST-MATDB-98261e1cacd11dbc66fdc2910f2226ce,0.13553241307672842,,0.021481494997133137,,,,,0.019623946103461333,14.76450741748552,1.0579928465579942,,,,311.43102891619463,,,,,0.14785441598504045,,,,,,,924.6349864263362,608.9164069394647,,291.6565320696631,,,
NIST-MATDB-7afa6cd2b9010a5fee66c761d34f79ff,3.717526850899875,0.16596873171971324,0.9353294314167506,,,,,0.10432435893866497,,,,663.8812094854949,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-b970cc46b139824b51520d18a9b63146,4.1151595915441375,0.318608041115606,0.8896637844179892,0.3186746406074773,,,,0.0849736322942828,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-50f70ae705dac74976f4c6867d15233c,1.3962830340445813,0.02109397492544428,0.1475436337217098,,,,,,,,,3227.0974976670236,,,,,0.053273158009416684,,,,,,,,,,,,,,,
NIST-MATDB-0f23e9138eb186545d5877788ca80f1b,,,0.106639233912659,,,,,,,,,18.723845894154984,,5.188329405783946,2.17369345186677,,,0.35476494925406266,,,,,,,,,,,,,,
NIST-MATDB-6fd1bd97a5b2289108bee3430b51618c,2.120864263949325,0.13500553566349066,0.45211398892745364,0.11749433255268495,,,,0.03773528431400217,,,,,,,,,0.1958617411145629,,,,,,,,,,,,,,,
NIST-MATDB-48f4023d446be2a618f2ac6acc88fee2,1.567526500103553,,0.19756137883347819,,13.437336504510009,,,0.10978046947224032,,,,1376.5691184845134,,,2448.4650252489664,,,,,,,,,,,,,4.200450188370005,,,,
NIST-MATDB-aa9d45b8f26556531b2b8a0a19335c9b,1.9356530103490885,0.12914253973549877,0.7323867901188671,,53.32423863003947,58.50009622108739,7.133104325317926,,,,,,,,,,,,,11.994064524962852,8.442225957123544,,,,,,,,,,,
NIST-MATDB-d46634db5e453c0b9bd1d9ceee9f7876,,,0.48194935680943674,,52.02467969584015,56.5266117729223,7.234777516021959,,,,,,,,,,,,,6.5734489163065515,4.425083608369878,,,,,,,,,,,
NIST-MATDB-b9bffc1a1dbe706adfe44577120a9311,0.6754512737066732,0.1787268705684103,0.3369622575920207,0.01578451830815619,,,,0.08089880103816229,,,,382.0480679853229,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,34.87606405667586,0.3575966711413677,0.6789103557317215,,,,,0.032641919061017315,,,,140490.3882666725,,,,19.88815222177083,0.8972548997052694,,,,,708.9256992039541,,,,,,,,,0.0006116601099768605,
NIST-MATDB-e8a1a82c4fe2ad952d1c107156f780f2,1.7037995905294971,0.19466780997309557,0.24594127761099788,,,,17.41803123036533,,,,,2622.1925233842803,,,168.62067658609075,3.4626527856301994,,,,3.5697443781637577,7.671620160762547,,,,,,213.88240726996878,,,,,
NIST-MATDB-1463164fd412775c8f1cd0ae9fdd734c,0.7413516105884157,,0.23332237657617316,,,,1.4348999850361077,,,,,,,22.70787501292515,10.078597656350244,,,,,,,,,,,,,,,,,
NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,3.6250861921580397,,0.22368566992690408,,78.15111544229349,194.65584855105402,,,,,,,,,,,,,,91.21695323166594,37.73217243487727,,,279.24448617617657,,,,,,,,65.21274370158392
NIST-MATDB-d912f177ba8efc7896115a2e38b821e1,9.65881488170431,0.21544752716077537,,,,,,,,,,111.62089292272226,,190.84395741593968,3687.1775299758456,,,,,,,,,,37.74280135272197,,,,,,,
NIST-MATDB-16b46a73888e61b0cad26c50f220e8e0,,,,,,,,,,,,217.89914240602064,,41.2109190841929,13.559269747582935,,,5.18475824566511,,,,,,,,,5.964700312147826,,,,,
NIST-MATDB-190ed881ef2c7d18396b178dd6a6d96e,3.2189223361113672,0.14212524320296674,,0.1873678706155929,,,,,,,,,,594.2663489083682,627.140894946161,,,,,,,,,,,,,,,,,
NIST-MATDB-69f363671c1af77d5e044616e37f0142,,,,,,,,0.09502973616780652,,,,,2344.3049699047297,63.94650775693212,303.4353095438616,,,,,,,,,,,1508.481211259783,,,43605.74795391625,,,
NIST-MATDB-8d651cf53aa2990d2cccb34177e624ff,1.7829654823741559,0.17350552889948564,0.5027870984230033,0.16558063972227596,,,,0.643361297420871,,,,,,,,,,,0.16512069721530456,,,,,,,,,,,59.95517374622109,,
NIST-MATDB-c9b48f1b01eb70760c7d618b9ac9c937,7.48162611994084,0.15013886163415724,0.24374138206376947,0.2294229967889261,,,24.076227488916402,3.2916387728486174,,,,,,,,,0.1836621021618427,,0.170458914380597,1.533279087054552,12.43896222818632,,,,,,,,,508.25030907936457,,
NIST-MATDB-fab951d1e53d35279d22a30a416c2e08,1.2343171086929683,,0.5887257781074018,,,55.00233836683554,,,,,,,,,,,,,,5.606476687871273,,,,102.99870697191415,,,,,,,,
NIST-MATDB-081a0818678716f502aee0b58ac1b30a,17.510261184523873,,0.27586366445535987,,,,,,,,,34011.82858702825,,11067.639168339463,148191.52420983085,,,,,,,513.0697980715084,,,,,,,,,0.0004980698194531555,
NIST-MATDB-49b1e69854030020562c1a51b5d17de8,6.262909150850538,0.13944798844678305,1.065113136931594,,,,,0.021698458397249803,,,,13.53467150422423,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-e09d347dd969d6bd83df1d148fc34ecc,2.2945078004317816,0.18861479469813697,0.5870257246039636,,,,,0.44046977576630053,,,,3.2434960816742766,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-ba925980550f907f14b9e2aa08b07d60,0.9974975627728386,,0.3282988243604498,,,,,,,,,17.275971009651578,,37.36333905525495,170.20298770277356,,,,,,,,,,,,,,,,,
NIST-MATDB-2a55d7fddaa59cb289e94c60012b7c80,0.628977061624073,789.1236230580924,0.08598987716254405,,,,2.2316042145238044,0.036716829892694855,,,,,,,,,,,0.32591830705674024,,,,,,,,,,,,,
NIST-MATDB-df647d61b00b35b8b88ae26030802346,2.716598380019226,0.20169817556496125,0.6071166286894635,,,64.85412574003253,,,,,,,,,,,0.2543793651732723,,,9.08644453304597,,,,,,,,1770.4926792952979,,,,
NIST-MATDB-be9f51ea48c4eeb348d95a383edddd8a,2.8819789852242734,,0.4676158602704455,,,20.29494082569541,,0.2907919982974848,,,,,,,,,,,,3.2015067471209595,,,,106.88849278612044,,,,,,,,
NIST-MATDB-1e93bd0672ca0c9d104d64b9ac6b00a2,8.987342434557545,0.6414016952521581,0.8872119435174743,596.5642446865387,,,,,,,1241.354187126391,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-c235e2b9f0e0f3949e37b5ac3054f2ec,,,0.8258432647612203,,,,,0.10418035061733016,,,,937.0220091878541,12.723448927084078,15616.920288254281,,,,906.8602550054093,,,,,,,,,1675.370141934798,2.430437315173133,,,,
NIST-MATDB-d9783e337e7ce09116e25a43e33f6d63,2.451927150754556,,0.9502074927068519,,,252.97854965789676,,,,,,,,,,,,,,21.13349947604018,12.070323310889759,,,,,,,,,,,
NIST-MATDB-a0ba6cd310796edf309f0196ef75a697,2.9260908902547826,,0.42791454190938805,,,,,,,,,,,142.37536094883757,57.967237766330264,,,288.6271372610471,,,,,,,,,,,,,,
NIST-MATDB-af9b5a1bd2336cee6a19fb3149c6fead,,,,,,,,,,,,11.374724001904505,,19.26779178121829,15.374392339489148,,,136.97868840102785,,,,,,,,2.0346251136815385,,,,,,
NIST-MATDB-a6f101f386dee100047fcaf572ce237c,,,0.19851446615950824,,6.017567576808862,1.0204223410358393,,,,,,,,,,,,,,0.7755900515372312,0.7254539360636245,,,,,,,,,,,
NIST-MATDB-7ff3a3a0cb9caeb14aea109250cb9329,,0.0021517147465399617,,0.00019446131804885772,523.9281694650142,344.827112215449,,,,,,,,,,,,,0.0002707292720909245,,,,,,,,,,,,,
NIST-MATDB-62cac39e7df6723d237dfb0c4bd20985,2.9754482997643192,0.16311115482686617,0.5655232885054347,,,,,0.21297983475769403,,,,,,,,,0.22570074102239052,,,,,,,,,,,,,,,
NIST-MATDB-6e0014114e24ab8e83b8782e3c9ed523,4.393490944190645,,0.8348605799918272,,91.44705735728616,104.77369803498831,,,,,,,,,,,,,,0.9550681497822497,8.008513398828386,,,198.31537148351077,,,,,,,,339.27799213422554
NIST-MATDB-1ce14eb3e9cae7c5664342ced717c6d0,2.0496736488349914,,0.8024175740887941,,32.33369278850463,35.166856944083506,,,,,,,,,,,,,,4.198849476923355,4.69173943663781,,,307.6209288313687,,,,,,,,249.20883633735266
NIST-MATDB-78e8e8044f33dfb63d742cd181396dfc,22.83086318827765,1.0005531158013876,0.6965737395268986,,,44.91978455210202,,,,,,,,,,,,,,39.38162616170225,45.715433484006624,,,,,,,,,,,
NIST-MATDB-df5a7d1b98bf856906a188166face5b4,257.4306829953882,1.4025275489622098,1.3632247890440323,,,354.7369607037742,,,,,,,,,,,,,,279.3621700445447,154.92549391730782,,,,,,,,,,,
NIST-MATDB-ffef9fe8f87486bc0a607d2de561618d,216.4635909071227,1.25582155356775,1.2457550447623587,,,209.47119352096487,,,,,,,,,,,,,,313.2939319923294,153.117115292801,,,,,,,,,,,
NIST-MATDB-2d9160505b3f649ff3c6a4c594f5fec1,37.16679505651383,1.389094042797802,1.5596854607724084,,,233.37112850050792,,,,,,,,,,,,,,163.19080168852264,156.49183245192012,,,,,,,,,,,
NIST-MATDB-6e3a08482c472745491d45de75647062,3.391199376350158,0.2195742687525524,0.4763952858645026,,,,,0.04262320895776563,,,,4.271678454528243,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-68a48f466949d3c6ea7faa50d7d5823c,11.156282533897816,0.5828428009981098,1.87429130648976,,,,,0.0457515841280008,,,,118.83134647031102,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-c8f4c078b4a081946d94943919a5aa6f,15.496957694204129,0.8441857478253506,2.4105508677957324,,,,,0.07275662481785607,,,,176.86517921144787,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-d1644201ec3b21d8e8c31c3df7c6f060,4.382802194383137,0.19568610098127334,0.5462764432078281,0.1184677039090066,,,,,,,,,,,,,0.2681201373024268,,0.15256179676208137,,,,,,,,,,,,,
NIST-MATDB-725694ffb14abc06c5c38b8b0df81a89,2.173570629806969,0.17948648395837938,1.0799744772506241,0.4735442601225353,,,,,,,,,,,,,0.3426930800052754,,,,,,,,,,,,,,,
NIST-MATDB-81ce97da3e80d0c4f1b51b10da948255,,,,,,,,0.010604554373133129,,,,,,436.30252096658455,822.412853299785,,,,,,,,246.0453087833068,,,185.15543699814918,,,,,,
NIST-MATDB-99bf92208771cc605a3faf79b8eabf10,,,0.64250455717869,,,37.612291825405634,7.763674658506861,,,,,,,209.52506142741547,23.43079362297246,,,60.699831189896116,,5.659302589278895,4.228416556567363,,,,,,10.678956922408888,,,,,
NIST-MATDB-22cc5d2f7013cee412e01e9ff0861ce4,,,,,0.9074158440521259,0.5953255357718534,20.42184195259422,,,,,,,,,,,,,2.7463749346485837,6.677907636753937,,,0.3758597422025741,,,,,,,,
NIST-MATDB-4c5fc9ec0f07f55545f660abeabc296d,7.705373740674188,0.1889212620531884,1.136828280425456,0.22159533785426014,,,,0.022552483045915908,,,,,,,,,,,0.3243736244044222,,,,,,,,,,,,,
NIST-MATDB-30dd74c9be4b046c2076cd94dec7e267,57.626860095996584,273.2069786529139,67.93867966867934,,,,,,,,,52.48646529806436,,165.661536534083,206.9875698169449,,,,,,,,1138.4314577998575,,703.9590595478782,98.26986870140992,,,,,,
NIST-MATDB-583d697c0afbca86fe273ecf518cf711,0.5999965625727587,,,,,,,,,,,145.61437844455367,,210.9808038832489,146.4771090905859,,,2.552802164064046,,,,,,,,,,,,,,
NIST-MATDB-a913314565a8850d65ecf76b10569999,3.6031560870364725,0.23530225352566522,0.49475842975472994,0.1478529463075528,,,,,,,,,,,,,0.2581713722113479,,,,,,,,,,,,,,,
NIST-MATDB-16d2ea75949f753ebc0daffccae0ed52,,,0.5455683408708151,,,84.16289641978939,,,,,,5277.647956110752,,,,,,,,12.48131686847074,,,,237.7968573531056,,,,,,,,
NIST-MATDB-29da3034f56a3f314e86df224086cae2,,,0.7325539665631781,,,102.69243079565612,,,,,,4141.887805733212,,,,,,,,16.43134871842523,,,,833.3303009517663,,,,495.24594551505294,,,,
NIST-MATDB-9aa5608088a0aab82ce1738a4116f469,,,,,,,,,,,,183.5966151616515,,19.611153221570884,27.129605922285766,,,2.939671993184673,,,,,18.473811678121802,,,,,,,,,
NIST-MATDB-7fdf5997d47b59af2318c9cf774e49ca,,,,,,56.69645591801695,,,,,,47.115810229667915,5280.734055521977,330.27431461939227,638.8578102661759,,,619.8371649094074,,,,,,,,,,,,,,
